CIK,Entity Name,Mailing Street 1,Mailing City,Mailing State/Country,Mailing ZIP Code,Business Street 1,Business City,Business State/Country,Business ZIP Code,State of Incorporation,EntityType
0000789019,MICROSOFT CORP,ONE MICROSOFT WAY,REDMOND,WA,98052-6399,ONE MICROSOFT WAY,REDMOND,WA,98052-6399,WA,operating
